	1577670337.780211	0.032258087340816644	0	307
	1577670337.783673	288.8440190069554	1	54	
	1577670337.786707	329.6113163064833	1	191	
	1577670337.859252	13.784537722331041	0	54	
	1577670337.951559	10.833403932183778	1	58	
	1577670338.028397	13.014391123301953	0	58	
	1577670338.030332	516.7944800394283	1	54	
	1577670338.090102	16.730838116740397	1	196	
	1577670338.166779	13.041706181768431	0	54	
	1577670338.168042	791.8263167830847	0	1506	
	1577670338.168105	15887.515151515152	0	1506	
	1577670338.168337	4306.2669404517455	0	1506	
	1577670338.16857	4293.0440122824975	1	54	
	1577670338.170531	509.94577507598785	1	54	
	1577670338.170531	6666	1	54	
	1577670338.170604	13706.875816993464	1	54	
	1577670338.247171	13.060468012891373	0	907	
	1577670338.537165	3.4483471906722145	0	907	
	1577670338.617297	12.479407791775017	1	180	
	1577670338.617297	6666	1	54	
	1577670338.617397	9986.438095238096	1	54	
	1577670338.694554	12.960583400284284	0	105	
	1577670338.697372	354.87807767154584	1	54	
	1577670338.76903	13.955149789057613	1	585	
	1577670338.852298	12.009425885681072	0	88	
	1577670338.852435	7294.441739130435	0	1230	
	1577670338.854573	467.7488569198171	1	54	
	1577670338.871868	57.820567962503446	1	54	
	1577670338.87277	1108.431289640592	1	54	
	1577670338.949278	13.070520850862268	0	54	
	1577670338.958408	109.5290123779182	1	54	
power_off
	1577670455.721433	0.0426079537351388	0	307	
	1577670455.763948	23.52108837433617	1	54	
	1577670455.763949	1048576.0	1	191	
	1577670455.836435	13.795736590917313	0	54	
	1577670455.904814	14.624388951262544	1	58	
	1577670455.981438	13.050755482538023	0	58	
	1577670455.983233	557.0864656660912	1	54	
	1577670456.05205	14.531263858093126	1	196	
	1577670456.128388	13.09966769107763	0	54	
	1577670456.129536	871.0911734164071	0	1506	
	1577670456.129647	9000.652360515021	0	1506	
	1577670456.129816	5915.802538787024	0	1506	
	1577670456.130322	1976.5805843543826	1	54	
	1577670456.13211	559.2405333333334	1	54	
	1577670456.132111	1048576.0	1	54	
	1577670456.13372	621.5625370480142	1	54	
	1577670456.208251	13.417221678406685	0	907	
	1577670456.505961	3.3589741536302964	0	907	
	1577670456.565339	16.84121260791006	1	180	
	1577670456.56534	1048576.0	1	54	
	1577670456.565429	11244.782841823057	1	54	
	1577670456.641733	13.105479905762369	0	105	
	1577670456.64504	302.3793526061567	1	54	
	1577670456.71507	14.279599764407086	1	584	
	1577670456.797358	12.152436250691746	0	88	
	1577670456.797772	2416.073732718894	0	1229	
	1577670456.799136	733.1417584338402	1	54	
	1577670456.80882	103.26219902506278	1	54	
	1577670456.81503	161.02829500518294	1	54	
	1577670456.891047	13.154968981112665	0	54	
	1577670456.892903	538.7673731535003	1	54	
power_on
	1577670598.578687	0.2788044847443048	0	298	
	1577670598.582422	267.73292480531086	1	54	
	1577670598.585193	360.8934778867665	1	205	
	1577670598.658361	13.667169562936436	0	54	
	1577670599.345058	1.4562463370802745	0	298	
	1577670599.348565	285.13283480625427	1	54	
	1577670599.352484	255.1745452333151	1	205	
	1577670599.425061	13.778469826878224	0	54	
	1577670599.499576	13.420097971773123	0	307	
	1577670599.503063	286.7900170940171	1	54	
	1577670599.507101	247.6414949518805	1	191	
	1577670599.523209	62.08081465912791	1	58	
	1577670599.579702	17.70136907675946	0	54	
	1577670599.596273	60.34622467771639	0	58	
	1577670599.598059	559.91242824723	1	54	
	1577670599.728406	7.671829015117566	1	196	
	1577670599.801613	13.65986979446545	0	54	
	1577670599.802552	1065.084814626714	0	1506	
	1577670599.802602	19972.876190476192	0	1506	
	1577670599.802843	4148.6686449060335	0	1506	
	1577670599.803361	1931.0791896869246	1	54	
	1577670599.804847	672.9189796245788	1	54	
	1577670599.804848	1048576.0	1	54	
	1577670599.804848	6666	1	54	
	1577670599.877567	13.751545871228762	0	907	
	1577670600.155272	3.600944041745258	0	907	
	1577670600.267614	8.901399842103922	1	180	
	1577670600.268973	735.7137344325557	1	54	
	1577670600.268973	6666	1	54	
	1577670600.340581	13.964953636651185	0	105	
	1577670600.343387	356.38575919789275	1	54	
	1577670600.425988	12.10638064504956	1	585	
	1577670600.504511	12.735096402003947	0	1230	
	1577670600.504659	6765.006451612903	0	88	
	1577670600.556678	19.22370109632237	1	54	
	1577670600.556678	6666	1	54	
	1577670600.561997	188.00950289120982	1	54	
	1577670600.634531	13.786621963645926	0	54	
	1577670600.647366	77.91180294980867	1	54	
power_off
	1577670725.525459	0.1367932538744109	1	58	
	1577670725.600291	13.363273732906826	0	58	
	1577670725.603504	311.2425051944197	1	54	
	1577670725.671906	14.61944447349067	1	196	
	1577670725.746688	13.372220698977868	0	54	
	1577670725.747919	812.2199845081333	0	1506	
	1577670725.747986	14926.348754448398	0	1506	
	1577670725.748051	15420.235294117647	0	1506	
	1577670725.748459	2449.9439252336447	1	54	
	1577670725.750282	548.5618624117185	1	54	
	1577670725.750283	1048576.0	1	54	
	1577670725.751256	1027.7637833864248	1	54	
	1577670725.825782	13.418123070524818	0	907	
	1577670726.129394	3.293677524125578	0	907	
	1577670726.188358	16.959496670211433	1	180	
	1577670726.188359	1048576.0	1	54	
	1577670726.188359	6666	1	54	
	1577670726.263156	13.369535351474719	0	105	
	1577670726.26611	338.52332526230833	1	54	
	1577670726.335157	14.482893882681179	1	584	
	1577670726.416876	12.237032282534171	0	1229	
	1577670726.416946	14315.03071672355	0	88	
	1577670726.433749	59.51308937667608	1	54	
	1577670726.433749	6666	1	54	
	1577670726.435422	597.7346444349437	1	54	
	1577670726.510004	13.408042964004858	0	54	
	1577670726.520859	92.12378923323595	1	54	
power_on
	1577671000.657292	0.14523581917782055	1	58	
	1577671000.732273	13.336674149586319	0	58	
	1577671000.738194	168.89361359426593	1	54	
	1577671000.799241	16.380800624877953	1	196	
	1577671000.873933	13.388312728828113	0	54	
	1577671000.875268	749.1166279692802	0	1506	
	1577671000.875318	19972.876190476192	0	1506	
	1577671000.875374	17848.102127659575	0	1506	
	1577671000.884227	112.95658731013681	1	54	
	1577671000.884228	1048576.0	1	54	
	1577671000.884228	6666	1	54	
	1577671000.884228	6666	1	54	
	1577671000.958756	13.417779668770574	0	907	
	1577671001.271666	3.195806284477767	0	907	
	1577671001.314458	23.36893950368282	1	180	
	1577671001.314459	838860.8	1	54	
	1577671001.314459	6666	1	54	
	1577671001.389224	13.375248336187406	0	105	
	1577671001.400543	88.347635597683	1	54	
	1577671001.499078	10.148671864036043	1	585	
	1577671001.582162	12.036030865561482	0	88	
	1577671001.582262	9986.438095238096	0	1230	
	1577671001.599908	56.669828273411426	1	54	
	1577671001.612082	82.14300542488397	1	54	
	1577671001.614567	402.408519620071	1	54	
	1577671001.68903	13.429508196721311	0	54	
	1577671001.698805	102.30009756097562	1	54	
power_off
	1577671591.004785	0.09397798484397783	1	58	
	1577671591.077117	13.825157721947907	0	58	
	1577671591.078798	594.852361367182	1	54	
	1577671591.166702	11.376049645236185	1	196	
	1577671591.238534	13.92138340773686	0	54	
	1577671591.240137	623.7810826888757	0	1506	
	1577671591.240172	28728.109589041094	1	54	
	1577671591.2402	35544.94915254237	0	1506	
	1577671591.240293	10754.625641025641	0	1506	
	1577671591.243302	332.327390856509	1	54	
	1577671591.244413	900.2584245546254	1	54	
	1577671591.244414	838860.8	1	54	
	1577671591.316219	13.926606723068545	0	907	
	1577671591.600615	3.5162246833824735	0	907	
	1577671591.681657	12.339273053557507	1	180	
	1577671591.681657	6666	1	54	
	1577671591.681657	6666	1	54	
	1577671591.753899	13.842359036979587	0	105	
	1577671591.765723	84.57451656483778	1	54	
	1577671591.831375	15.231853110791533	1	584	
	1577671591.9093	12.832818303645187	0	88	
